pH,Dissolved Oxygen (mg/L),Turbidity (NTU),Electrical Conductivity (µS/cm),Total Dissolved Solids (TDS) (mg/L),Nitrate (NO3⁻) (mg/L),Phosphate (PO4³⁻) (mg/L),BOD (mg/L),COD (mg/L),Coliform Bacteria (CFU/mL),Ammonia (mg/L),Water Quality Category
7.687184907,5.277134836,4.783999077,1000.16744,354.9754585,0.266083661,4.492984553,5.145711163,27.60483084,262,2.472988853,0
7.858204638,12.2606763,2.502005729,888.4711675,163.5416313,7.352285181,4.481283582,2.001542112,13.64549356,305,2.449658766,1
8.078342477,11.82028088,2.16364568,1213.975847,442.8694162,6.256499129,3.428563844,3.195894263,38.74414963,653,2.693862931,0
7.496884398,11.08744698,2.288498026,1999.137521,125.9863085,5.807559991,4.294902736,5.918079077,18.54946752,421,1.288285115,0
6.673840576,4.361603805,1.04441362,1550.425343,74.13565618,7.41684129,0.443866335,0.722293483,17.87814521,999,1.831205906,0
7.574213084,7.031283559,1.843535854,825.8381209,372.8592458,6.752308376,4.324974881,1.474530093,26.51033281,206,2.17093296,0
7.673682236,6.631125699,1.84906628,1663.728452,263.9640719,2.058819882,1.603099533,0.732456041,19.11113366,622,0.655606048,0
7.990878948,7.601364075,0.261775101,382.8813085,432.094109,3.524810469,0.891657562,8.123173327,33.35433069,302,2.276820673,0
7.363319092,4.876427468,3.837838143,109.4041883,222.5287135,1.261101417,1.196849182,7.524092332,24.85853357,111,4.052348085,1
6.755160606,13.36957823,2.08252216,448.6743263,125.7253648,1.298570134,2.08984254,7.533129319,27.9564689,416,4.140297714,1
7.067551812,9.538022407,4.110899434,713.8025344,426.3989866,6.761957464,1.255960023,7.163253435,31.48677286,554,2.05781886,1
7.226164593,7.055243107,4.251740006,1045.632477,297.0093342,8.58600107,1.60283793,6.693854237,18.1414209,858,2.59404156,1
7.791834483,7.969815171,1.059970273,1249.501824,135.1381066,9.627325839,0.67489243,4.769919154,16.23006491,284,0.168251661,0
7.641556609,8.472025405,3.286767411,1825.681149,374.1727994,6.283471175,1.480883828,6.422781635,45.21687611,639,3.372162782,0
7.212193452,10.00594333,2.361409021,1044.215319,280.0011373,1.841013234,2.861419073,0.383615548,27.34894811,184,2.023029415,0
8.473030498,9.156794277,4.40078369,1027.487507,321.940842,1.056503454,2.20926854,6.214644227,26.48374439,740,2.227388415,1
7.711549639,13.19391973,1.078703396,147.9738692,257.4042522,8.128509715,1.733593806,7.778777055,11.42448601,900,4.368363636,1
6.974453583,8.969634829,3.389066002,118.0775277,422.9190427,5.787564764,3.732260644,5.003583604,29.9190521,220,2.309172173,0
6.703564945,13.92158015,3.038760611,1124.761926,423.3032221,6.18285021,4.467549857,3.575133284,32.16678886,863,0.105961231,0
6.805718278,12.51424958,1.476507388,904.4482958,369.2249698,7.814620888,3.783946115,2.774267348,32.35363484,443,1.137454454,1
6.991915457,6.085105144,0.683004518,1686.40177,97.43061983,7.032772277,1.660003511,6.428020502,38.28124677,116,2.378103072,1
6.821362747,13.30595215,3.258198802,363.3251902,427.4842379,8.344582529,3.722210839,6.928011986,17.0992734,69,2.121981464,1
6.873134048,5.163663979,3.692987291,98.69474113,351.9558412,0.562139055,0.759900912,8.709675999,20.08892537,897,4.301850686,1
7.070190337,12.17449708,1.578136719,925.6255975,363.6608747,7.475206367,0.65158994,3.423340825,42.42921861,69,2.710687547,0
6.846747191,7.806232935,3.22416302,513.0831857,213.3422782,8.508527573,1.728135185,7.697723074,47.88682467,621,3.44817871,1
8.293530849,12.7797432,1.975654538,146.748028,445.6758003,2.861350425,4.038511845,5.613558242,15.43730989,426,2.346616485,1
6.660467491,12.6805669,3.566034416,1462.966659,376.4172201,6.40447274,1.231741236,8.828364907,29.90598218,643,2.19827867,0
7.549022779,12.059254,0.996076374,267.6063499,100.6657099,3.141620638,0.316267044,5.278121083,18.56705011,567,2.231433342,0
7.320793654,11.90030436,4.451075013,1236.223025,233.5001155,9.579710665,0.658547676,5.176298284,12.40292673,988,2.054607848,0
8.464757234,7.046791391,1.437047982,598.0470128,448.8711629,0.334235724,4.293724843,5.778770814,23.02013353,442,2.692916929,1
6.724077804,4.809192831,1.838929939,388.3172982,71.23851576,5.797928438,3.168916424,7.493153551,15.74750501,600,1.252217009,1
7.295711198,8.029801788,0.29045976,790.5154697,482.6374788,1.66503547,1.266005817,9.646904788,38.39732294,136,4.455275969,1
8.438940867,5.73524515,0.557561062,1612.819264,355.6231557,7.122202052,2.776479127,0.735633542,31.34901655,503,1.66542774,1
8.231014252,10.94951089,2.579309514,814.582475,334.1191899,1.758902834,2.637898112,0.534346024,15.75337884,130,0.737619171,0
8.134144142,7.460997265,1.337963384,1514.000816,171.7516654,2.353832619,3.277179892,9.375503374,10.36966354,217,0.482752393,0
7.015805654,13.75610201,4.177401129,294.6982788,161.9563049,4.94370811,1.165937772,5.298756255,42.32628196,687,0.067114576,1
6.841775175,10.40972077,0.073466943,1556.904268,473.9261988,9.1483495,4.322014936,6.149030146,17.04777625,170,2.114280393,1
7.83728644,12.22480564,1.895470243,512.0199836,184.2226044,2.117143721,1.54684281,4.824236016,34.24866569,474,0.938054943,1
8.358751978,5.325246727,1.686727734,1370.916603,398.9773835,1.442400211,3.47065827,0.936574526,23.47687652,611,0.108239513,0
7.613525786,12.62014482,0.096638155,1153.274032,226.9048092,7.589768319,0.080623232,7.680893784,33.41943753,991,2.600097731,1
7.643225379,13.22757191,0.621841995,1861.832199,112.6643319,5.006195323,1.863285649,7.472246451,22.62614508,128,3.399892743,0
7.059958187,8.870619188,2.068213375,805.2789101,54.82188396,9.117851124,1.75854909,3.117033215,13.47758243,56,0.428755255,1
8.038985866,10.06252938,2.464322922,179.0221182,294.9158017,1.466145572,2.717422143,3.062392452,18.91800034,180,2.304603865,0
6.874087497,11.64809801,2.021448736,87.35319682,489.1004683,6.45927893,0.363681309,8.378413809,17.52234266,245,3.718143393,0
7.147358473,5.748386273,2.654688392,1662.374194,216.1112872,2.328791462,3.950656869,0.723572577,27.1207741,143,4.929034105,1
7.350872877,9.025660765,2.975658375,1073.234493,210.7365503,1.567604287,1.088904009,8.811051484,36.33135134,50,3.335951723,0
7.515220757,7.986630278,0.049619106,1561.725901,204.841228,6.834294152,3.385189074,2.566616899,20.552243,367,1.224197754,0
6.984819465,5.463739922,2.320475797,507.12992,284.2447268,5.936846199,4.016060616,5.929847478,10.48279741,458,3.582768199,1
6.729673649,7.675344223,4.817496204,722.9133038,248.2991975,7.548274584,2.809384781,9.35994179,30.75749457,217,2.989647134,0
7.721240085,4.681723094,2.595161401,108.7025508,445.961582,3.094625764,3.704416034,6.781225015,34.23037957,615,1.058996443,1
7.077261106,4.258119069,3.387711337,1924.910033,277.4843563,4.479716564,3.309301561,4.144298125,48.51481976,894,4.255554129,0
7.662476443,5.351662892,1.55931929,1352.342418,278.4910272,4.054716763,1.777648986,6.895342089,33.57883212,566,2.137022136,0
6.808725431,13.63115112,3.869956891,1869.749921,112.2672176,9.84089464,4.044292695,3.439796363,28.84690238,256,4.809888274,0
7.462280204,9.495295359,3.864607409,567.7179945,492.2327934,2.922489567,1.473506849,2.772584163,32.93606504,857,3.614505037,0
7.565178865,13.65822161,2.606480238,1242.354042,162.4878009,2.948172383,2.856064589,9.966832779,47.11602519,155,3.222815773,1
6.603647074,8.324978783,4.880069116,1373.074938,83.01383036,3.545482088,3.726988696,7.507902312,43.13512582,564,3.641764187,1
7.173208556,7.118161331,0.627751074,669.2219155,348.415812,5.645940813,1.894779549,6.447199774,22.91914933,441,2.390485094,1
6.768829354,9.061418628,0.084738324,1703.813008,317.9148666,2.523227443,1.513838038,3.552896432,19.49017455,840,2.526132389,0
6.626749941,8.395116886,3.850791059,1896.964853,236.8155443,9.152899404,2.296730051,0.491608292,20.50534449,955,4.256036927,0
8.479920465,5.056646843,4.035777687,1775.46748,239.9865052,2.656855649,4.089817472,0.31056876,30.17684159,698,3.404642683,1
7.14470769,10.40826315,0.601036146,1491.180603,403.2787645,8.958157316,4.649608816,5.541812554,39.76197805,875,4.486216626,1
8.119748892,6.160381825,1.327914165,591.0561255,138.070688,1.034750636,2.725417064,7.62032721,30.12876829,661,4.454133768,1
7.00928131,10.19587955,0.087761817,599.1512821,419.1139935,6.565627024,3.307331027,5.373791904,12.71185583,775,4.88245017,1
7.863005444,10.50201092,1.466543054,1928.552625,341.9362013,9.069855184,4.516368111,8.407850719,38.94322802,761,3.501073294,0
8.02045572,5.520248531,3.86570937,70.05476707,238.5363982,1.687494384,0.492734257,0.334265331,42.23880515,944,2.511508588,1
7.691277481,4.613496271,2.589802639,1446.297448,256.1128775,9.683269601,1.160392889,3.667520764,21.5799146,809,0.831558501,0
7.443152377,11.80761586,1.740477966,1427.180017,165.4912432,4.528833604,3.544500031,2.370703912,36.56502957,922,3.526902798,1
7.323681828,8.598004238,1.858696475,1264.244605,388.4514497,9.457151084,4.11872231,4.472729682,27.06367604,934,1.457888584,0
7.197736533,4.581637955,0.006768129,1980.71225,280.793634,6.768200436,4.285145142,0.723763932,45.56477423,722,1.41473784,1
8.359058288,13.94866317,1.499002638,658.1648997,194.3845442,3.015868699,2.075535884,9.541316416,43.80902233,24,1.191438882,1
8.161238816,4.57780561,3.232293708,712.9451344,318.2225521,1.883025249,0.446699511,2.232554011,31.01727993,805,4.375610287,0
8.430053821,10.95035229,4.870972219,203.9318357,498.0805034,3.037350462,2.188907386,9.223077755,37.66022183,852,4.339822233,0
6.748594447,13.83678925,4.235304135,913.4563663,245.8680258,0.930174093,1.153672951,4.25893155,45.33398804,663,3.154852224,1
7.96173495,6.391801042,0.117974823,559.0446262,464.3111304,1.438679663,1.455982275,9.855241333,29.8286804,535,2.364904907,0
8.376680914,5.422493687,4.492803023,719.6040692,205.257578,1.046604403,3.861337784,5.540583835,22.53002962,763,3.3605723,1
6.862466132,5.213849394,3.915992066,1677.414991,74.62971812,4.229435437,0.37763543,9.308328642,40.14664552,59,3.036147251,0
6.632992535,7.032751476,3.901880618,1874.194801,141.9089479,7.955783763,4.137906087,0.053489887,18.80265019,466,2.078671242,1
7.982241299,5.01045811,2.289978795,412.1794904,238.4128145,1.413835542,2.138345429,7.482388062,25.54124592,433,1.898154337,1
7.648946226,10.92161342,1.990026465,776.3924165,148.8357179,1.303204332,2.980319656,9.030506531,44.62908948,878,1.913971541,1
8.183657554,4.622917981,1.514578644,1860.829596,50.1021672,6.434289495,0.448261156,1.39720567,38.97689361,65,2.945667016,1
6.779544753,9.094221281,0.328474295,170.5264983,461.750692,1.97182982,1.686795392,0.961258517,26.15244021,909,3.238346781,1
8.090534624,13.96696854,1.141176817,230.1030298,429.7457351,0.976100381,0.448504595,4.245726072,18.5897801,564,2.258708768,1
6.90325464,12.1397027,1.233018175,367.442429,384.0315042,1.668485782,4.807718614,9.336789061,24.23873563,927,4.843457251,1
6.827311886,10.15219438,2.420385349,1210.665027,125.516568,9.237313959,4.036308247,5.423865602,21.36416597,105,0.41922859,1
6.828531596,7.062536208,3.737222033,343.4209285,104.1636093,8.214712528,2.298163772,5.274564637,17.04357152,95,1.73523513,0
8.12914944,10.23895836,2.369049142,1937.748944,80.42213726,3.540645624,1.118012742,1.411261183,39.73331654,987,2.095373416,0
7.830394441,9.270414639,0.289222247,921.0933282,375.8131349,6.558207673,4.667275526,0.007895111,20.08279547,687,0.084606717,0
7.54613085,8.260833839,4.788949005,1027.960023,467.9635823,5.372756737,1.722982979,8.101400907,28.16669881,550,1.824785938,1
7.217660968,5.307103767,4.713621595,530.9843008,243.7411194,6.771242635,0.804922158,0.87574563,25.43437787,167,1.368549586,1
8.254401082,12.86604215,3.925947716,968.3724922,103.6133024,6.826711525,2.815821942,6.338498187,49.28309515,41,2.530181351,1
7.284890215,8.497846488,4.956639508,1340.731584,280.5767693,6.287340151,4.718870602,9.146164545,25.64368977,878,1.682052736,0
8.133198879,5.946225118,2.722411664,1514.795417,206.9743584,2.661013685,0.019151453,2.086519132,13.19929931,103,3.630910675,0
7.378269817,7.677593509,4.813841751,1520.042761,218.671216,0.390064208,1.190624216,6.652728362,13.5930301,844,2.549662477,0
7.253888859,8.141297525,0.378025203,1176.88767,329.5987809,4.55566782,4.692238202,0.786985767,33.63014885,203,0.648811167,0
7.425359571,12.27537896,1.828403741,1813.501561,373.423151,8.909738847,0.855429834,6.037551438,33.97454207,519,3.750306621,0
7.102755748,11.33614381,1.12690634,1643.945302,99.77161949,5.694972585,0.566217258,1.63931721,26.75035962,974,0.49614448,1
7.99521876,11.69304894,0.979165421,1526.243824,66.01560386,8.323910417,2.850936079,7.359535605,27.27374769,281,4.19524584,0
7.50544078,4.110312644,0.704014744,158.4307673,497.4486362,9.91624343,4.309219116,3.012312948,12.15730331,907,4.65711097,1
6.96442539,8.161539982,3.112068208,63.41202633,154.727757,1.636162041,2.385549088,4.633910088,30.66186042,42,1.612226451,1
8.299149147,8.813441516,3.906609279,464.2721905,74.22373621,6.917776391,4.972821283,5.99430542,30.18957902,946,4.630713166,1
7.267782443,4.191922768,2.891491997,1343.871008,135.4438981,6.742935737,3.395858498,1.712734107,15.98197274,109,3.965040796,0
7.587105722,6.598132087,0.734813548,851.8351033,67.53103086,9.799554474,0.370374536,7.416378186,14.15357544,986,4.612178055,0
8.312944222,11.60289823,4.05561885,834.6922056,226.3149026,9.85600734,4.964160658,3.026403406,14.94289962,209,3.331350685,1
7.748475992,5.371097057,3.179773536,1774.944432,411.080803,6.866786117,2.039471184,6.623718599,14.04112986,748,1.178220197,0
6.733796081,9.353101315,1.940828531,1796.347554,203.5600024,2.43614792,1.437012669,1.582830507,34.38832782,867,4.472616185,0
8.379664247,6.15201872,3.370651478,1822.891765,249.8825331,7.985558381,2.789395918,6.881176592,17.8593061,830,0.921325381,1
7.755416106,4.121207746,1.299524896,662.0622492,354.0140481,1.070291342,1.521537959,1.281880728,20.05720609,48,1.065302755,1
7.169811229,6.412014576,1.725961042,1397.558835,279.0023315,7.806993042,0.432287536,4.253564963,16.94288577,114,1.355314951,1
6.778544145,13.75873755,4.587429216,579.6847035,437.6505587,9.101961241,0.007141715,2.472060737,48.31341218,154,1.521231557,1
8.088050379,12.01537112,1.452522528,421.6891745,439.7160538,3.828333948,2.247916765,7.483752494,44.18469853,648,2.572398211,1
7.740145512,13.59576644,2.349941341,410.0332918,54.45981297,6.30635295,4.184317111,2.620350045,19.21979349,502,3.567286802,0
7.566922184,8.878540439,4.450705687,717.1098607,400.1208379,4.301427321,2.861575928,8.817173064,23.10265176,678,4.631040872,1
8.287785166,5.097361987,3.538606751,888.4173586,257.3301201,4.37765055,4.996036495,8.918202114,18.39571369,832,0.442187937,0
8.077194422,9.47959489,0.311016131,1670.350884,494.9782436,3.103708891,1.434233228,1.964413152,29.67503838,710,4.771846811,0
6.803349759,8.543773346,0.736515221,283.7876323,267.4544341,7.621296205,1.402275324,6.13845945,10.7844213,985,4.606614835,1
7.123444136,12.44357083,0.039207954,1483.105402,494.1031754,9.361765642,0.798747301,0.877176417,36.85472036,70,0.269996461,1
6.99697828,4.980825808,3.154608951,1086.337083,389.5562125,9.407508592,0.820317941,3.915370996,30.92632599,518,1.801605688,0
7.987892585,8.88241137,2.238367127,611.4934182,161.8721981,1.747812849,1.42593298,7.133217295,45.94555713,711,4.065716951,1
6.567064869,5.500486647,0.671374255,1010.99819,292.2777407,8.747436497,3.964200226,6.594232468,16.57570737,335,3.057882727,0
7.63977937,7.246759269,4.789670605,634.8870361,496.4610378,7.374314414,4.528783953,6.247006694,42.16436984,66,3.895469717,1
8.024917371,11.37357077,2.64829862,1212.359813,435.8887735,2.528374007,4.875435849,2.825408637,41.67844058,492,3.595166694,1
8.253531274,8.760181294,1.209466471,895.9956496,93.81510221,0.672846129,1.16144827,3.780249494,15.08724757,649,2.483850566,0
7.184163497,7.758882851,2.503017856,370.5907817,367.8673986,2.679972669,4.406487728,1.029461447,25.94236897,753,0.20609023,0
8.142514609,7.944762786,3.398101664,277.3369954,205.5108136,9.122082368,1.641275446,7.190228204,16.80610565,966,2.92134101,1
6.721263474,8.594467684,0.38119609,1116.05658,53.14201785,6.331786749,0.564202723,5.038887968,20.18882002,212,0.242833265,1
8.192904583,11.85016544,1.373519075,1809.705415,231.5664361,7.210546609,4.350124628,7.087656323,20.52984699,180,3.018633588,1
6.754977325,12.92084689,4.034827454,720.7174888,155.6394898,2.571523511,3.180528173,2.489435248,32.24945576,765,4.002054312,0
7.294574581,13.55334687,2.298324352,1479.350209,418.4911717,7.193881556,0.82365448,3.244382286,26.45643727,612,2.924958744,1
8.094590732,11.86903386,2.73288571,1334.389642,201.798774,0.281215063,2.149156288,3.342153373,47.90931216,862,4.985109023,1
6.799834855,7.154068957,2.164080011,1866.532083,422.3856623,3.753213458,1.436288474,0.257424097,15.05480568,598,2.279332501,1
6.95850279,10.88134706,0.219499713,1650.912984,50.26907248,6.267533485,3.683972844,3.410478728,48.94768539,696,3.744137318,1
7.944505137,8.376031241,0.828748899,1154.880255,188.5186175,1.460965655,2.267081153,8.033045735,19.22554561,602,3.336066459,0
7.940073073,6.54670622,2.227708194,1331.209472,158.5243464,8.230035744,4.946399726,8.972984957,40.91495746,247,4.957158458,0
7.782295266,12.40871579,1.045927327,1801.85361,155.1053125,2.350312988,0.273724911,5.182183156,23.55879705,213,3.566095025,0
7.887896889,4.38426349,0.249895143,829.0616299,80.68397889,6.522811128,1.775076331,4.555016952,15.72325582,358,0.820153657,1
7.585448887,13.01761992,4.21824832,687.2496764,134.2059217,4.051971426,2.409500836,0.308246187,44.31556741,248,4.777588532,1
7.003598118,8.614774646,4.905962646,71.08161309,299.9973064,5.960435955,2.515667774,8.792043376,22.35443597,637,3.338886132,1
7.191391987,10.37201477,3.96571437,1661.774595,181.1124828,1.074505526,1.579679112,0.130102134,36.35421617,922,0.296691154,0
6.863195434,10.59353922,4.268924609,1611.912366,237.827652,0.169127999,3.646201245,9.447500802,32.6577474,949,3.287841529,0
8.316901123,12.95117741,1.209885652,253.6863103,219.5900962,9.095644274,4.373735367,4.892162487,28.87025238,880,4.415597033,0
7.66678359,10.36669682,4.803134878,1174.871893,444.1572162,2.696300088,4.69359651,3.419344936,29.83277891,515,2.88520931,0
7.301702834,10.13933585,0.984628522,954.7643114,457.3845496,8.196770028,4.025466884,9.242184348,39.28951656,87,1.77009819,1
7.424011607,4.666520406,4.757149052,281.4827362,271.8306372,9.993503005,4.252900987,0.243909931,13.51091656,662,4.10454817,0
8.394566679,9.184080219,4.97409647,1962.108043,198.5701776,2.11431258,2.752726503,5.814248949,36.72722648,175,3.912560041,0
6.806702806,5.501690008,3.558614029,468.6569806,98.0603168,2.651707412,4.129441132,5.489325245,45.83248406,722,2.720910771,1
7.672459664,11.37433769,4.905718659,181.1066512,479.0312957,6.628597876,1.517519546,2.193204012,12.31152788,425,0.771808849,0
7.511777358,9.122219208,2.847698898,1209.95239,77.10212521,9.654486346,1.992393811,4.288874314,15.62613357,770,1.254932428,1
7.722908471,10.80227779,1.297708916,1490.79002,183.9426249,9.158143482,1.584565069,6.522640059,38.66527747,602,3.692419861,1
6.536220368,4.416729006,2.184979428,113.2647198,184.1297905,5.028755201,2.336936677,7.271311969,27.49126593,770,4.030410827,1
8.244247818,4.84792016,2.967804677,1334.499396,194.1805788,7.951102825,1.427898081,0.007168587,26.14194483,923,1.39632639,1
8.364236565,11.16323388,0.36540781,1087.969158,123.9290795,1.357458531,4.808057211,9.368534301,15.47866538,702,1.839925386,1
7.630266367,4.72084336,3.111716323,251.3667673,402.4226439,9.774381842,1.56422314,1.645253724,30.27080163,80,0.388159426,0
7.893301648,4.712567278,4.905889184,386.42156,105.1240379,9.64353234,0.490222691,2.335804342,15.06181245,926,3.567309742,0
8.344998762,4.121084752,0.950538249,1157.54988,335.7079966,1.637289579,2.63408583,2.634734457,29.06481825,137,0.017887723,1
7.914477269,13.56501398,3.962975581,627.8973464,105.730712,2.994231248,0.285495392,0.378201366,40.54461196,432,0.232707606,0
6.805078086,11.37508359,4.539493969,1879.715671,81.74103692,1.001549975,0.552715832,1.230521236,20.33057432,469,0.021720339,1
7.65257672,7.532514085,4.718507964,1646.543447,459.2432767,2.717175989,1.096946946,9.863499229,29.23144673,349,3.226597917,0
7.713430093,6.965355813,4.800678022,1967.956053,135.5579448,8.159557894,2.321751249,3.152167374,49.68063878,125,2.086935639,0
7.348261343,7.497032297,2.607298194,556.358136,419.5625696,3.783156072,2.166254662,1.153010903,37.46601693,880,1.487733807,0
7.972888471,11.74653531,4.88653954,1940.961084,295.083892,0.883969671,3.99845931,1.069912612,43.65427085,916,4.563505052,0
8.36873403,10.61370611,3.786551036,890.9060461,85.03543382,3.422255248,3.697373269,7.194599677,26.59390426,867,0.964013973,0
8.351137026,5.851955679,0.808357181,727.6616509,479.9516861,9.813833342,2.13159147,8.54568664,40.71443693,308,1.946840052,0
7.401678743,5.741093353,2.384500532,148.1815776,161.1325251,6.296835953,1.668521038,2.569522995,11.62036692,854,4.701559005,0
6.726476092,4.983956497,3.591655877,152.8922528,436.8404054,4.161609464,1.58234392,0.209095123,14.9164473,229,2.135532814,1
8.469682398,10.6030272,1.236701579,1399.421949,125.9645026,1.665385135,3.869975436,2.230900184,18.12282372,459,2.773468428,1
8.177796173,11.64372662,3.203075918,942.9615391,434.274297,9.861767973,0.260362031,0.565156908,26.07807698,344,0.401684333,1
6.749325362,6.650464283,3.333002395,491.7171708,55.95296581,8.208490093,0.064108248,1.033949366,43.82979513,309,3.950831934,0
8.341683765,4.20944961,0.813498719,1247.242097,280.3012055,2.814773025,3.97772196,4.315081198,23.85064203,952,2.113793885,0
8.239792724,4.821716675,2.825426562,543.0733306,396.2491607,0.700686957,2.38573188,2.299183709,36.18484774,19,4.002575623,1
7.537676114,13.67860035,3.858134555,1176.381921,470.6579829,0.566255574,0.654405693,5.159458785,38.37257179,880,1.268988213,1
7.682550871,6.954447775,2.494478323,750.4570566,459.1409613,1.203781495,1.177829673,2.534937533,33.44729416,560,2.112393753,0
7.298005408,11.69223148,0.060515584,1655.926842,418.8311913,5.807685836,4.662519765,9.405373011,24.28967873,646,3.932744682,1
6.609523278,10.24663569,0.045192345,1650.357513,449.6861073,9.287634212,4.297514878,9.059439679,33.08213367,540,4.869388835,1
7.170394483,7.819396397,1.78514672,980.8332763,139.6488586,4.96743428,3.548925251,5.66806105,23.69062371,559,0.298127622,1
8.105706897,6.056872622,4.630970342,734.0972632,177.8829331,8.429454825,2.411126152,3.54423992,13.35494954,476,4.062280887,1
6.509264046,5.213864182,1.143383898,756.9916033,180.0358362,4.458866199,2.601618131,3.81146882,49.71215913,268,1.503445338,0
7.166998343,10.15012968,3.171818444,1621.143325,219.674269,7.085835458,4.876222676,4.118522831,15.08729815,2,2.753716404,1
7.296337387,11.74633781,1.110379353,689.9499915,226.9943017,7.318727373,4.828852219,7.275793221,12.89393535,769,1.450461325,1
7.574791206,10.43904254,1.608349948,457.6657787,295.0498961,1.739637059,1.076345229,4.516389955,45.14122997,15,3.067227363,1
8.339711233,9.303021332,4.240210448,215.1422667,121.9458935,3.61216059,4.055522832,8.567299465,22.07338644,605,1.769014153,1
7.192691989,4.419512234,3.644307211,960.0515857,361.0609987,6.373021565,0.986213331,9.440947859,36.01187896,357,1.668074455,0
7.193906404,13.68488778,0.476996387,990.1575929,125.4049427,0.706966082,1.067687389,3.359461534,23.16022919,645,0.189691565,1
7.975002496,11.98714192,2.143510105,1689.771985,189.6388169,3.615401878,3.380465171,5.606944814,25.65817083,812,0.73480203,1
7.404435882,6.928220367,0.145848818,481.4154581,276.5053088,5.347994663,2.025005493,0.950565368,20.48451888,838,4.585390994,1
6.949209646,13.79970329,2.404450733,792.9329837,408.3982527,9.96224493,4.657722036,2.004690478,23.72176023,132,4.991387144,1
7.404879032,10.0188159,3.312170059,1626.391191,382.761155,4.745335626,0.445048674,4.134657667,26.42801602,311,3.902602879,1
6.781714041,9.824226582,0.592513118,1656.066041,340.4904604,8.160567571,2.557628204,2.062027159,38.81664276,966,1.434063124,0
6.852773973,11.48073179,1.444424695,799.9915982,120.0979673,4.320672851,4.592607652,8.765604908,30.46144777,481,2.012225692,1
7.496735545,12.11769788,1.989183128,945.2918454,296.1704055,7.963907226,4.520568302,1.582862561,47.74260869,894,3.697517275,1
7.337850899,10.56478607,4.597655123,641.4074872,89.35092581,5.954148016,0.782646067,4.556608216,11.67521575,543,4.842567784,0
8.329691802,5.280957464,4.966275077,1868.482013,219.8134296,8.865954415,1.8331885,6.056992405,30.12273291,304,2.277355854,1
7.224787798,7.38267506,0.224556495,281.3553432,236.0824386,4.109425524,3.095607,6.918639082,33.36899155,268,4.147612076,0
7.661176701,13.2808364,3.805039617,1870.811375,67.91514775,6.043044198,0.796974424,3.830693697,46.80787944,413,4.875344613,1
7.764528576,6.246156118,1.858620332,1383.539581,173.2946448,6.300186806,4.84011086,8.690990687,11.96634094,24,4.367365855,0
6.526188913,7.721670238,1.962290931,1086.565698,480.0422603,4.173829418,4.573746644,5.683191511,32.9399834,980,1.135748734,0
7.827074744,8.320768829,3.771324867,113.6851685,479.1346735,1.443120437,0.834750895,4.395077804,44.14519714,315,0.040159319,1
6.856071934,8.394049897,4.592132161,977.4125741,208.5471744,0.935594069,0.605777306,0.672406341,19.67710912,570,2.460408527,0
8.422140635,10.12939582,4.754642973,845.1088048,69.39504903,0.166715506,0.427042414,4.646894684,45.05169394,724,2.656804158,1
6.797325456,13.43075838,2.88561293,364.3766834,130.5927227,8.735342642,4.54721832,8.207358408,10.76173637,667,1.006251823,0
7.329248247,6.406927118,1.785605797,1329.998727,226.498007,2.364749122,0.968119049,6.145410182,39.29818517,825,1.42337196,0
6.670699336,5.215013763,3.937745429,1943.744269,476.5008641,2.115067493,2.081424643,8.321624537,47.32452885,275,3.825765804,1
8.493748504,5.974704899,1.255006916,1146.268182,113.5395786,7.360354004,2.244256828,4.940116706,36.28790647,929,2.351736294,0
7.504390021,12.869249,2.820370144,1443.768889,393.5821297,3.200161131,2.995055221,1.184617051,27.56116976,388,1.586770418,1
7.690770035,10.45810813,1.792892308,183.4783825,98.90714272,5.060446924,0.358676719,0.136398458,11.79524066,721,3.113130137,0
6.634152955,6.859067892,3.283155369,864.4506418,491.5659098,1.625110653,1.133793087,3.032195467,46.80455253,443,3.26379878,0
7.999920941,12.15946939,1.201994564,276.8990461,221.7274246,9.597457215,4.657451935,6.979904715,28.81184891,998,3.846978884,1
6.919811186,12.61369996,0.957964729,1244.951879,398.8555425,8.515814,4.542050536,7.902599039,11.15986977,426,0.783546479,1
8.296108579,12.46514339,4.591195433,1880.040209,204.1659873,8.63789623,3.906453237,2.957528346,37.59284285,56,3.707586262,0
6.910279281,13.18926534,0.509018415,1340.466578,332.4509947,4.067737486,0.097006228,4.956539209,29.27349014,696,2.997141961,1
6.881375441,6.522410202,2.529789539,199.7659442,136.4072381,7.623612137,1.635033842,4.211189044,14.9738127,970,0.287859327,1
6.573099336,11.55041929,1.104263915,741.5990997,115.7094587,1.438761554,3.139793677,4.105227844,18.57087237,565,3.887228141,0
7.44413389,8.605394973,0.194649817,1123.79359,472.1288628,0.086190026,1.375951059,2.313487132,12.57962722,720,1.915401407,0
7.629682267,12.41998553,0.180094091,836.2551245,462.9412751,0.199729326,4.547933475,1.36371105,32.97174159,367,1.651904672,1
6.631417279,11.28490677,0.876108861,1675.60582,449.3610231,5.866017374,3.169447309,1.966885582,34.88117917,940,2.240375758,0
8.051055233,11.76447446,4.333851773,1638.608459,331.4450526,4.553949052,0.359533587,0.553323872,30.22969193,341,1.730875387,1
7.406577669,10.56161838,1.41239372,1243.070489,413.720695,5.180153489,4.545027944,1.981307418,42.68408532,804,1.691427961,1
